EH[3] Te[3] dEH[3] EH[3] Te[3] dEH[3]





One-dimensional model
Timestep=      2
j, (j+.5)*DNHI, y1H[j], y1He[j], EH[j], Te[j], EHII[j], THII[j], dEH[j], tauHIIe[j]
  79 1.98750E+18 0.999855575992531 0.999480 0.000159 15.480913416344391 0.000000 0.000000000000000 0.0000000000000000000318008207942634543949799686089719772359785710970031758154999423915398892859229818 0.0000000000000000000502497934726280358646795871760415001021064701480191500623101452660534960159566253
  80 2.01250E+18 0.999860862281860 0.999493 0.000154 15.039260117876527 0.000000 0.000000000000000 0.0000000000000000000308932443942003208482647185144938902994427049419445645284110213424355606548488140 0.0000000000000000000484108957066278216163940016041883068640205917670695488514570614668741654895711690
  81 2.03750E+18 0.999865924216410 0.999506 0.000150 14.612743210753377 0.000000 0.000000000000000 0.0000000000000000000300167863773329299454519980996866253726631919822603092014648429319834121997701004 0.0000000000000000000466500284626535361138318902021792400762304604039436501175530658258594485232606530
  82 2.06250E+18 0.999870772738250 0.999518 0.000146 14.200760919832691 0.000000 0.000000000000000 0.0000000000000000000291702088365624770551595380320230137680923063894170287361704008155527390044881031 0.0000000000000000000449633867023070365575976615155452648868923192917236201322436772720436692907242104
  83 2.08750E+18 0.999875418175417 0.999530 0.000142 13.802738818858678 0.000000 0.000000000000000 0.0000000000000000000283523301712750144227565162877506978454442593216816543384359294854846211819676682 0.0000000000000000000433473788853991886200642657356301467429248755400871613747970645391660582390613854
  84 2.11250E+18 0.999879870281525 0.999542 0.000138 13.418128414676183 0.000000 0.000000000000000 0.0000000000000000000275620221690906978754642413305204933427302309115987036117548236724417165532940999 0.0000000000000000000417986131998807601355454457925452221283787587281164906463648556211865070508792996
  85 2.13750E+18 0.999884138272459 0.999553 0.000134 13.046405814692541 0.000000 0.000000000000000 0.0000000000000000000267982072594713397957548389892590306373643244600412380643228438259484391892328858 0.0000000000000000000403138848031632255229334187833642843910004994284080329569261436084559591108700261
  86 2.16250E+18 0.999888230860402 0.999564 0.000130 12.687070472073492 0.000000 0.000000000000000 0.0000000000000000000260598559277809804454941087297766427605598149022783760323830615224238727023475803 0.0000000000000000000388901639914109851284838770692603200377369542563869348654817525989813020714791492
  87 2.18750E+18 0.999892156285415 0.999575 0.000127 12.339644003564310 0.000000 0.000000000000000 0.0000000000000000000253459842792339132346207784768699967709953036560784566354198599213987108669243753 0.0000000000000000000375245852217440646330364559393981655619112549817308521933612031062921232660301030
  88 2.21250E+18 0.999895922344753 0.999585 0.000123 12.003669075201547 0.000000 0.000000000000000 0.0000000000000000000246556517429404242950643278464103210083143064647528020384009694865312667388934642 0.0000000000000000000362144369182485489515988441968760258264656431051900877839122561141493861214257777
  89 2.23750E+18 0.999899536420116 0.999595 0.000120 11.678708351522809 0.000000 0.000000000000000 0.0000000000000000000239879589069692579679346667560007418297896599681138523501612580535180541119189002 0.0000000000000000000349571519982637685305835970257960656150133106598048465026712383618701096565928310
  90 2.26250E+18 0.999903005502986 0.999605 0.000117 11.364343504199207 0.000000 0.000000000000000 0.0000000000000000000233420454760031457205673961895462895052194390060363720111255569911179463815642521 0.0000000000000000000337502990626117339264326656679695795421527720371528087433751763590805694548180327
  91 2.28750E+18 0.999906336218209 0.999615 0.000113 11.060174276305103 0.000000 0.000000000000000 0.0000000000000000000227170883437645509210187428508330880640691917589709338432153729048224022335489281 0.0000000000000000000325915741976903187999066391674139167710574521183359067693502408857852969958912581
  92 2.31250E+18 0.999909534845954 0.999624 0.000110 10.765817598709305 0.000000 0.000000000000000 0.0000000000000000000221122997729470909328888904846780494946374585257094713078990233512399754545185715 0.0000000000000000000314787933402149715086361969835366593935941874338857839402128213635023712413385510
  93 2.33750E+18 0.999912607342174 0.999633 0.000108 10.480906755318198 0.000000 0.000000000000000 0.0000000000000000000215269256758975455840948498930719640603872119707921752094874345839770057864370756 0.0000000000000000000304098851632091953060431316262759566188203956027822559516834988180278287472901866
  94 2.36250E+18 0.999915559357691 0.999642 0.000105 10.205090594130711 0.000000 0.000000000000000 0.0000000000000000000209602439897689815000425899878751338513693456310537361459399308127871108808903955 0.0000000000000000000293828844413799301678585100966637118310641948622965037400678323109559642034582794
